name,force,level,mechanic,equipment,primaryMuscles,secondaryMuscles,instructions,category,id,image1,image2
Dumbbell Prone Incline Curl,pull,intermediate,isolation,dumbbell,biceps,,"'Grab a dumbbell on each hand and lie face down on an incline bench with your shoulders near top of the incline. Your knees can rest on the seat or your legs can be straddled to the sides (my preferred way).', 'Let your arms extend and hang naturally in front of you so that they are perpendicular to the floor.', 'Now keep your elbows in by your side and face the palms forward. This will be your starting position.', 'Raise the dumbbells by contracting the biceps until your arms are fully flexed. Exhale as you perform this portion of the movement and ensure that only the forearms move. The upper arms should remain stationary at all times.', 'Lower the dumbbells until your arms are fully extended.', 'Repeat for the recommended amount of times.'",strength,Dumbbell_Prone_Incline_Curl,Dumbbell_Prone_Incline_Curl/0.jpg,Dumbbell_Prone_Incline_Curl/1.jpg
Dumbbell Shoulder Press,push,intermediate,compound,dumbbell,shoulders,triceps,"'While holding a dumbbell in each hand, sit on a military press bench or utility bench that has back support. Place the dumbbells upright on top of your thighs.', 'Now raise the dumbbells to shoulder height one at a time using your thighs to help propel them up into position.', 'Make sure to rotate your wrists so that the palms of your hands are facing forward. This is your starting position.', 'Now, exhale and push the dumbbells upward until they touch at the top.', 'Then, after a brief pause at the top contracted position, slowly lower the weights back down to the starting position while inhaling.', 'Repeat for the recommended amount of repetitions.'",strength,Dumbbell_Shoulder_Press,Dumbbell_Shoulder_Press/0.jpg,Dumbbell_Shoulder_Press/1.jpg
Elevated Back Lunge,push,intermediate,compound,barbell,quadriceps,"glutes, hamstrings","'Position a bar onto a rack at shoulder height loaded to an appropriate weight. Place a short, raised platform behind you.', 'Rack the bar onto your upper back, keeping your back arched and tight. Step onto your raised platform with both feet. This will be your starting position.', 'Begin by stepping backwards with one leg. Descend by flexing your hips and knees until your knee touches the floor.', 'Pause, and extend through the hips and knees to rise up, returning all the way to the starting position before alternating.'",strength,Elevated_Back_Lunge,Elevated_Back_Lunge/0.jpg,Elevated_Back_Lunge/1.jpg
Face Pull,pull,intermediate,compound,cable,shoulders,middle back,"'Facing a high pulley with a rope or dual handles attached, pull the weight directly towards your face, separating your hands as you do so. Keep your upper arms parallel to the ground.'",strength,Face_Pull,Face_Pull/0.jpg,Face_Pull/1.jpg
Floor Glute-Ham Raise,pull,intermediate,isolation,,hamstrings,"calves, glutes","'You can use a partner for this exercise or brace your feet under something stable.', 'Begin on your knees with your upper legs and torso upright. If using a partner, they will firmly hold your feet to keep you in position. This will be your starting position.', 'Lower yourself by extending at the knee, taking care to NOT flex the hips as you go forward.', 'Place your hands in front of you as you reach the floor. This movement is very difficult and you may be unable to do it unaided. Use your arms to lightly push off the floor to aid your return to the starting position.'",strength,Floor_Glute-Ham_Raise,Floor_Glute-Ham_Raise/0.jpg,Floor_Glute-Ham_Raise/1.jpg
Foot-SMR,static,intermediate,,other,calves,,"'This exercise stretches the fascia of the muscles in the feet. Start off seated with your shoes removed. Using a foot roller or a similar object, such as a small section of pvc pipe, place your foot against the roller across the arch of your foot. This will be your starting position.', 'Press down firmly, rolling across the arch of your foot. Hold for 10-30 seconds, and then switch feet.'",stretching,Foot-SMR,Foot-SMR/0.jpg,Foot-SMR/1.jpg
Freehand Jump Squat,push,intermediate,compound,body only,quadriceps,"calves, glutes, hamstrings","'Cross your arms over your chest.', 'With your head up and your back straight, position your feet at shoulder width.', 'Keeping your back straight and chest up, squat down as you inhale until your upper thighs are parallel, or lower, to the floor.', 'Now pressing mainly with the ball of your feet, jump straight up in the air as high as possible, using the thighs like springs. Exhale during this portion of the movement.', 'When you touch the floor again, immediately squat down and jump again.', 'Repeat for the recommended amount of repetitions.'",strength,Freehand_Jump_Squat,Freehand_Jump_Squat/0.jpg,Freehand_Jump_Squat/1.jpg
Front Plate Raise,push,intermediate,isolation,other,shoulders,,"While standing straight, hold a barbell plate in both hands at the 3 and 9 o'clock positions. Your palms should be facing each other and your arms should be extended and locked with a slight bend at the elbows and the plate should be down near your waist in front of you as far as you can go. Tip: The arms will remain in this position throughout the exercise. This will be your starting position., 'Slowly raise the plate as you exhale until it is a little above shoulder level. Hold the contraction for a second. Tip: make sure that you do not swing the weight or bend at the elbows. Your torso should remain stationary throughout the movement as well.', 'As you inhale, slowly lower the plate back down to the starting position.', 'Repeat for the recommended amount of repetitions.'",strength,Front_Plate_Raise,Front_Plate_Raise/0.jpg,Front_Plate_Raise/1.jpg
Full Range-Of-Motion Lat Pulldown,pull,intermediate,compound,cable,lats,"biceps, middle back, shoulders","'Either standing or seated on a high bench, grasp two stirrup cables that are attached to the high pulleys. Grab with the opposing hand so your arms are crisscrossed about you and your palms are facing forward.', 'Keeping your chest up and maintaining a slight arch in your lower back, pull the handles down as if you were doing a regular pulldown. The range of motion will be more of an arc. During the movement, rotate your hands so that in the bottom position your palms face each other rather than forward. Return slowly to the starting position and repeat.'",strength,Full_Range-Of-Motion_Lat_Pulldown,Full_Range-Of-Motion_Lat_Pulldown/0.jpg,Full_Range-Of-Motion_Lat_Pulldown/1.jpg
Good Morning,push,intermediate,compound,barbell,hamstrings,"abdominals, glutes, lower back","'Begin with a bar on a rack at shoulder height. Rack the bar across the rear of your shoulders as you would a power squat, not on top of your shoulders. Keep your back tight, shoulder blades pinched together, and your knees slightly bent. Step back from the rack.', 'Begin by bending at the hips, moving them back as you bend over to near parallel. Keep your back arched and your cervical spine in proper alignment.', 'Reverse the motion by extending through the hips with your glutes and hamstrings. Continue until you have returned to the starting position.'",powerlifting,Good_Morning,Good_Morning/0.jpg,Good_Morning/1.jpg
